problem,epsilon,seed,mu_mode,iterations,elapsed_seconds,objective_value,dual_value,gap,mu_final,stages,converged,predicted_iterations,percent_of_predicted
piecewise_linear_max_abs,0.0001,3,continuation_mu,329074,26.144086100001005,0.4535687234439101,0.4534687256699632,9.999777394686937e-05,7.816249778396313e-06,3,True,639875,51.42785700332096
piecewise_linear_max_abs,0.0001,4,fixed_mu,243652,19.26874009999665,0.4783944686985975,0.47829447085244625,9.999784615122298e-05,7.816249778396313e-06,1,True,646957,37.66123559989304
piecewise_linear_max_abs,0.0001,4,continuation_mu,308486,24.35722530000203,0.47838905062250026,0.47828905154975676,9.999907274349518e-05,7.816249778396313e-06,3,True,646957,47.68261260021918
sum_absolute,0.01,0,fixed_mu,12065,0.7301281000000017,71.75635010450557,71.74635044462944,0.009999659876129385,3.3333333333333335e-05,1,True,61965,19.470668926006617
sum_absolute,0.01,0,continuation_mu,15694,0.9541420999994443,71.7570602426033,71.74706134086907,0.009998901734235233,3.3333333333333335e-05,3,True,61965,25.32720083918341
sum_absolute,0.01,1,fixed_mu,15338,0.8193337999982759,74.36879797548302,74.35879859733714,0.009999378145877813,3.3333333333333335e-05,1,True,62841,24.407631960026098
sum_absolute,0.01,1,continuation_mu,19872,1.0566228000025149,74.36956900260476,74.35957054225426,0.009998460350502114,3.3333333333333335e-05,3,True,62841,31.622666730319377
sum_absolute,0.01,2,fixed_mu,15087,0.7273237999979756,63.297608473155435,63.287608748998565,0.009999724156870116,3.3333333333333335e-05,1,True,61743,24.435158641465428
sum_absolute,0.01,2,continuation_mu,19523,0.9396305000045686,63.29832057239984,63.28832191640241,0.00999865599742833,3.3333333333333335e-05,3,True,61743,31.6197787603453
sum_absolute,0.01,3,fixed_mu,13826,0.7161484000025666,62.47704167659848,62.467041816186075,0.009999860412406747,3.3333333333333335e-05,1,True,61654,22.425146786907582
sum_absolute,0.01,3,continuation_mu,18230,0.9456649999992806,62.47772145402776,62.46772185936644,0.00999959466131628,3.3333333333333335e-05,3,True,61654,29.568235637590423
sum_absolute,0.01,4,fixed_mu,15922,0.7959174999996321,66.26314853747918,66.25314954200076,0.009998995478426309,3.3333333333333335e-05,1,True,62981,25.280640193074102
sum_absolute,0.01,4,continuation_mu,20946,1.0453761000026134,66.26393653635361,66.2539366789215,0.009999857432106296,3.3333333333333335e-05,3,True,62981,33.25764913227799
sum_absolute,0.001,0,fixed_mu,110300,6.558731400000397,68.72338512250656,68.72238512327763,0.000999999228923798,3.3333333333333333e-06,1,True,622655,17.71446467144727
sum_absolute,0.001,0,continuation_mu,144081,8.74099699999715,68.72347119736048,68.72247120875295,0.000999988607532032,3.3333333333333333e-06,3,True,622655,23.139780456271932
sum_absolute,0.001,1,fixed_mu,127668,6.150064099998417,67.09674306013288,67.09574306645467,0.0009999936782065788,3.3333333333333333e-06,1,True,643545,19.838239750134022
